БО;Номер послуги;МВП (підрозділ);ТМЦ;Зарплата бригади;ЄСВ_Зарплата бригади;Відрядження Добові_Бригади;Відрядження Проїзд_Бригади;Відрядження Проживання_Бригади;А-92_А/транспорт;А-95 А/транспорт;ДП А/транспорт;Газ_А/транспорт;Автомастила_А/транспорт;Зарплата водіїв;ЄСВ_зарплата водіїв;Амортизація_А/транспорт;Відрядження Добові_Водії;Відрядження Проживання_Водії;Повірка приладів обліку;Інші;Ремонт підр.спос.;Загальновиробничі витрати;АКТ/Особовий рахунок;№ договора (тільки для приєднання);Нормативні кошторисні трудовитрати бригади, люд-год. ;Нормативні кошторисні трудовитрати водіїв, люд-год. 
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008477;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008481;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008479;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008687;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008682;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008245;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008147;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007673;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008706;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008707;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008182;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007852;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008680;;3,44;0
CK01;2300000127;CK0120370;0;623,74;137,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;592,56;00008225;;6,88;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008007;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008612;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007850;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008588;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008485;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007967;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008200;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00007985;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008607;;3,44;0
CK01;2300000127;CK0120242;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008014;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008235;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008298;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008135;;3,44;0
CK01;2300000127;CK0120242;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008169;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008204;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008318;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008270;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008301;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008616;;3,44;0
CK01;2300000127;CK0104006;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008356;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008374;;3,44;0
CK01;2300000127;CK0120243;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008378;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008390;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008690;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008645;;3,44;0
CK01;2300000127;CK0120243;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008437;;3,44;0
CK01;2300000127;CK0120370;0;1871,22;411,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;1777,68;00008461;;20,64;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008464;;3,44;0
CK01;2300000127;CK0120245;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008509;;3,44;0
CK01;2300000127;CK0120243;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008633;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008695;;3,44;0
CK01;2300000127;CK0120244;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008527;;3,44;0
CK01;2300000127;CK0120242;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008536;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008537;;3,44;0
CK01;2300000127;CK0120244;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008545;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008562;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008745;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008581;;3,44;0
CK01;2300000127;CK0120241;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008618;;3,44;0
CK01;2300000127;CK0104003;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008727;;3,44;0
CK01;2300000127;CK0120243;0;311,87;68,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;296,28;00008742;;3,44;0
